Código modular;Código de institución;Nombre de IE;Nivel / Modalidad;Tipo de Gestión;Dependencia;Director;Estado;Dirección de IE;Provincia;Distrito;Tipo de programa;Turno;Alumnos (Censo educativo);Docentes (Censo educativo);Secciones (Censo educativo)
0650002;;1227 INDIRA GANDHI;Secundaria;Pública de gestión directa;Sector Educación;INGA RAMOS ELIZABETH RUPERTA;Activo;SECTOR F MZ Q LOTE 32-A SECTOR F;Lima;Ate;No aplica;Continuo sólo en la mañana;683;37;23
0745448;25317629;1138 JOSE ABELARDO QUIÑONES;Secundaria;Pública de gestión directa;Sector Educación;FELIX LUNA LEONARDO LUIS;Activo;JIRON MELITON CARBAJAL 200;Lima;Ate;No aplica;Continuo sólo en la tarde;669;34;21
1045798;25643186;1264 JUAN ANDRES VIVANCO AMORIN;Secundaria;Pública de gestión directa;Sector Educación;MILLA LAZARO CLORINDA FORTUNATA;Activo;CALLE ITALIA 130;Lima;Ate;No aplica;Continuo mañana y tarde;664;31;22
0340315;24696170;COLEGIO NACIONAL VITARTE;Secundaria;Pública de gestión directa;Sector Educación;HARO LOPEZ EUSEBIO TEOFILO;Activo;JIRON SANTA MARIA 26 DE MAYO S/N;Lima;Ate;No aplica;Continuo mañana y tarde;1418;70;45
0536151;;TELESFORO CATACORA;Secundaria;Pública de gestión directa;Sector Educación;CARRASCO PERRIGO OLINDA;Activo;JIRON CAHUIDE MZ C LOTE 01-02;Lima;Ate;No aplica;Continuo mañana y tarde;1008;45;30
0643874;;RICARDO PALMA;Secundaria;Pública de gestión directa;Sector Educación;VELAZCO RIVAS JOSE FREDERICK;Activo;MZ Z LOTE 5-A;Lima;Ate;No aplica;Continuo mañana y tarde;959;42;27
0340349;24981118;EDELMIRA DEL PANDO;Secundaria;Pública de gestión directa;Sector Educación;RAMIREZ ALARCON MAXIMILIANO PEDRO;Activo;CARRETERA CENTRAL S/N;Lima;Ate;No aplica;Continuo mañana y tarde;1575;80;50
1046952;;SAN LUIS REY DE FRANCIA;Secundaria;Privada;Particular;PAZ APOLINARIO ROSA MAURA;Activo;JIRON LOS ALCANFORES 334;Lima;Ate;No aplica;Continuo sólo en la mañana;74;7;5
1075258;;VIRGEN DE GUADALUPE;Secundaria;Privada;Particular;CAMARENA GUILLERMO EDITHN SOFIA JOSE HEBER;Activo;MZ D LOTE 11;Lima;Ate;No aplica;Continuo sólo en la mañana;228;13;10
0778233;25742591;0029 MARCO PUENTE LLANOS;Secundaria;Pública de gestión directa;Sector Educación;NAVARRO DAVALOS DE FLORES MARIA ELSA;Activo;MZ H;Lima;Ate;No aplica;Continuo sólo en la tarde;444;24;15
1009075;;CRISTO SALVADOR;Secundaria;Privada;Particular;MARTINEZ VARGAS BATSHEVA KARIM;Activo;CALLE LOS SAUCOS 255;Lima;Ate;No aplica;Continuo sólo en la mañana;189;12;9
0777912;;INCA GARCILASO DE LA VEGA;Secundaria;Privada;Particular;ESPERANZA BONIFACIO DELIA MARIA;Activo;AVENIDA LOS VIRREYES 2055;Lima;Ate;No aplica;Continuo sólo en la mañana;232;12;10
0314575;22341693;SANTA ANGELA;Secundaria;Privada;Particular;CARRASCO CUETO NOEMI ESTELA;Activo;CIRCUNVALACION 2719;Lima;Ate;No aplica;Continuo sólo en la mañana;301;27;10
0765339;;MARIA REINA DE LOS APOSTOLES;Secundaria;Privada;Comunidad o asociación religiosa;RUIZ CARBAJAL ROLANDO;Activo;JIRON INDUSTRIAL 477;Lima;Ate;No aplica;Continuo sólo en la mañana;89;11;5
1046382;;JOHN DALTON;Secundaria;Privada;Particular;MALDONADO TAIPE HEDY GRACIELA;Activo;CALLE MALAGA 330;Lima;Ate;No aplica;Continuo sólo en la mañana;99;11;5
1046341;22253247;JAVIER HERAUD;Secundaria;Privada;Particular;TICLAYAURI QUILCA MAXIMO;Activo;AVENIDA 15 DE JULIO LOTE 16 ZONA E;Lima;Ate;No aplica;Continuo sólo en la mañana;111;12;5
1046184;24928251;EDUARDO PALACI;Secundaria;Privada;Particular;MAYURI VALLEJOS ROCIO KARIN;Activo;AVENIDA PROGRESO 1032;Lima;Ate;No aplica;Continuo sólo en la mañana;131;6;6
1074814;21548391;SANTA MARIA APOSTOL;Secundaria;Privada;Particular;ROJAS BAUTISTA KATIUSCA FATIMA;Activo;MZ E LOTE 10;Lima;Ate;No aplica;Continuo sólo en la mañana;119;8;5
0779868;;1231 JOSE LUIS BUSTAMANTE Y RIVERO;Secundaria;Pública de gestión directa;Sector Educación;BARRETO COSAR EDILBERTO VICTOR;Activo;JIRON MONTEVIDEO MZ F LOTE 2;Lima;Ate;No aplica;Continuo sólo en la mañana;185;13;6
0765305;25634276;1208 SAN FRANCISCO DE ASIS;Secundaria;Pública de gestión directa;Sector Educación;GUADALUPE JULCA ZENON AUGUSTO;Activo;CALLE CAMINO REAL MZ N LOTE 3;Lima;Ate;No aplica;Continuo mañana y tarde;393;20;14
1046796;;SAN BASILIO;Secundaria;Privada;Particular;GONZALO ADBIAS BELEN NAUPA;Activo;AVENIDA LAS PALMAS 140 MZ R-1 LOTE 28-29 ETAPA I;Lima;Ate;No aplica;Continuo sólo en la mañana;108;9;5
1046671;25611659;NUESTRA VIRGEN DEL ROSARIO;Secundaria;Privada;Particular;ZELAYA VILCA ROBERTO;Activo;CALLE ESTOCOLMO 204-208;Lima;Ate;No aplica;Continuo sólo en la mañana;;;
1066547;22350341;SAN ISIDRO LABRADOR;Secundaria;Privada;Particular;PAUCAR GABRIEL WILDER HECTOR;Activo;AVENIDA MARIATEGUI LOTE 11-13 ZONA E;Lima;Ate;No aplica;Continuo sólo en la mañana;219;11;8
1046911;22257129;SAN LORENZO;Secundaria;Privada;Particular;FIGUEROA LEANDRO MANUEL ANTONIO;Activo;CALLE LERIDA 216 ETAPA III;Lima;Ate;No aplica;Continuo sólo en la mañana;;;
1066620;24692450;SAN ALFONSO;Secundaria;Privada;Particular;CASTILLO GAMARRA ROSSEMERY DEL PILAR;Activo;AVENIDA JOSE QUIÑONES S/N;Lima;Ate;No aplica;Continuo sólo en la mañana;305;5;10
0343517;23498928;NUESTRA SEÑORA DE LA MERCED;Secundaria;Privada;Particular;MIDZUARAY FUKUY ARTURO FRANCISCO;Activo;AVENIDA LOS INGENIEROS 250;Lima;Ate;No aplica;Continuo sólo en la mañana;934;58;30
0582445;25394011;JOHN F. KENNEDY;Secundaria;Privada;Particular;GRADOS CARNERO HERNAN;Activo;JIRON TRIUNFO 204;Lima;Ate;No aplica;Continuo sólo en la mañana;87;8;5
1075779;24776281;1248 5 DE ABRIL;Secundaria;Pública de gestión directa;Sector Educación;FUENTES RIVERA VLADIMIR;Activo;AVENIDA 15 DE JULIO ZONA G;Lima;Ate;No aplica;Continuo sólo en la mañana;667;50;22
1045673;25643429;1257 REINO UNIDO DE GRAN BRETAÑA;Secundaria;Pública de gestión directa;Sector Educación;RODRIGUEZ CARBAJAL ROY SANTIAGO;Activo;CALLE SIETE S/N ZONA D;Lima;Ate;No aplica;Continuo mañana y tarde;421;24;14
1197060;;SAN MARTIN DE PORRES DE SALAMANCA;Secundaria;Privada;Particular;CASTRO JOKON BERTHA AMPARO;Activo;AVENIDA CIRCUNVALACION 2585;Lima;Ate;No aplica;Continuo sólo en la mañana;52;10;5
1066588;;ALFRED NOBEL;Secundaria;Privada;Particular;COLQUICHAGUA ARELLANO ABEL;Activo;AVENIDA MARCO PUENTE LLANOS MZ G LOTE 2A;Lima;Ate;No aplica;Continuo sólo en la mañana;390;27;10
1046879;;SAN JUAN;Secundaria;Privada;Particular;MENDIZABAL PAREDES MARIA;Activo;JIRON URCOS 199;Lima;Ate;No aplica;Continuo sólo en la mañana;32;4;3
0691931;21550264;MANUEL GONZALEZ PRADA;Secundaria;Pública de gestión directa;Sector Educación;PEÑALOZA CHUCO JAIME;Activo;AVENIDA ANDRES A. CACERES S/N HUAYCAN ZONA O;Lima;Ate;No aplica;Continuo mañana y tarde;1688;85;50
0690024;25644255;NUESTRA SEÑORA DE LA ESPERANZA;Secundaria;Pública de gestión privada;Convenio con Sector Educación;BARRACA LOPEZ NURIA MARIA;Activo;CALLE BAYOVAR S/N;Lima;Ate;No aplica;Continuo sólo en la mañana;508;33;15
0743773;24695751;0031 ROBERT F. KENNEDY;Secundaria;Pública de gestión directa;Sector Educación;ENCISO TRUJILLO ANA JULIA;Activo;CALLE SAN ANDRES S/N;Lima;Ate;No aplica;Continuo mañana y tarde;191;13;7
1064989;;1244 MICAELA BASTIDAS;Secundaria;Pública de gestión directa;Sector Educación;PEÑA LEANDRO MAXIMO;Activo;MICAELA BASTIDAS;Lima;Ate;No aplica;Continuo sólo en la tarde;518;24;15
0765313;22346989;0026 AICHI NAGOYA;Secundaria;Pública de gestión directa;Sector Educación;PINO ARAN CIBIA MIGUEL FERNANDO;Activo;CALLE LOS JAZMINEZ S/N;Lima;Ate;No aplica;Continuo mañana y tarde;661;34;22
1074459;;1252 SANTA ISABEL;Secundaria;Pública de gestión directa;Sector Educación;ENCARNACION RODRIGUEZ JENNY DINA;Activo;AVENIDA 10 DE ABRIL S/N MZ A LOTE 1;Lima;Ate;No aplica;Continuo sólo en la mañana;420;24;12
1066109;22353152;INTERNACIONAL ELIM;Secundaria;Privada;Particular;ESPIRITU RODRIGUEZ JUAN;Activo;LOS PORTALES DE JAVIER PRADO 2 ETAPA MZ M1 LOTE 4;Lima;Ate;No aplica;Continuo sólo en la mañana;131;7;5
1046267;22345656;FRATERNIDAD UNIVERSAL;Secundaria;Privada;Particular;EVANGELISTA RICCI MARIA PATRICIA;Activo;JIRON SALAVERRY 135;Lima;Ate;No aplica;Continuo sólo en la mañana;84;6;5
1047034;22357379;SANTIAGO APOSTOL;Secundaria;Privada;Particular;SHAPIAMA HIDALGO TEDDY;Activo;JIRON CAHUIDE MZ E LOTE 19-20;Lima;Ate;No aplica;Continuo sólo en la mañana;303;15;11
0690008;;0074 FERNANDO BELAUNDE TERRY;Secundaria;Pública de gestión directa;Sector Educación;SARRIN SUAREZ MERCEDES MARITZA;Activo;AVENIDA PROLONGACION MARISCAL NIETO 203;Lima;Ate;No aplica;Continuo sólo en la mañana;350;25;12
0582304;22352997;JULIO C. TELLO;Secundaria;Pública de gestión directa;Sector Educación;CORAHUA CALLAÑAUPA PABLO CESAR;Activo;PARQUE PARQUE 5 FORTALEZA;Lima;Ate;No aplica;Continuo mañana y tarde;1478;64;45
1074301;21549460;COLEGIO NACIONAL MIXTO HUAYCAN;Secundaria;Pública de gestión directa;Sector Educación;MAMANI LOAIZA NELLY GREGORIA;Activo;AVENIDA PROLG 15 DE JULIO S/N;Lima;Ate;No aplica;Continuo mañana y tarde;1531;63;40
1046630;22351095;NUESTRA SEÑORA DEL PERPETUO SOCORRO;Secundaria;Privada;Particular;APARCANA ESPINOZA JULIO;Activo;AVENIDA METROPOLITANA S/N MZ E LOTE 8;Lima;Ate;No aplica;Continuo sólo en la mañana;10;7;4
1045715;;1262 EL AMAUTA JOSE C. MARIATEGUI;Secundaria;Pública de gestión directa;Sector Educación;YUPANQUI PEREDA ARTEMIO;Activo;AVENIDA SAN JUAN BAUTISTA S/N;Lima;Ate;No aplica;Continuo sólo en la tarde;525;23;15
1046515;22503898;MARISCAL RAMON CASTILLA;Secundaria;Privada;Particular;FLORES QUINTANILLA JULIO;Activo;AVENIDA URUBAMBA 363;Lima;Ate;No aplica;Continuo sólo en la mañana;6;4;3
1046556;;CIENTIFICO ISAAC NEWTON;Secundaria;Privada;Particular;ROBLES PICHO BETZABE BERTHA;Activo;AVENIDA METROPOLITANA MZ M LOTE 4;Lima;Ate;No aplica;Continuo sólo en la mañana;132;5;5
0743781;25742672;0032 RAUL PORRAS BARRENECHEA;Secundaria;Pública de gestión directa;Sector Educación;VALENCIA FERNANDEZ AMERICO MANUELSHIÑO;Activo;AVENIDA 6 FEBRERO SANTISIMA CRUZ S/N;Lima;Ate;No aplica;Continuo mañana y tarde;328;21;12
1046432;;MAESTRO DIVINO;Secundaria;Privada;Particular;MACHUCA ARRIETA ZENOBIA;Activo;AVENIDA JOSE C MARIATEGUI 841;Lima;Ate;No aplica;Continuo sólo en la mañana;45;4;5
0765321;;1226;Secundaria;Pública de gestión directa;Sector Educación;DIAZ CHIRRE JOSE DAVID;Activo;CALLE ALFA SECT E S/N MZ D LOTE 1;Lima;Ate;No aplica;Continuo sólo en la tarde;611;34;21
1046226;25393449;EL PARAISO;Secundaria;Privada;Particular;MESIAS LA BARRERA GUILLERMO;Activo;CALLE LOS MANZANOS 153-161;Lima;Ate;No aplica;Continuo sólo en la mañana;147;12;5
1046754;;ROSA VICTORIA MARTICORENA;Secundaria;Privada;Particular;VIDAL ULLOA MARTHA JUDITH;Activo;CALLE FUERTE VENTURA 194 MZ A LOTE 9-10;Lima;Ate;No aplica;Continuo sólo en la mañana;95;13;5
0449868;24927679;046 VICTOR RAUL HAYA DE LA TORRE;Secundaria;Pública de gestión directa;Sector Educación;MARIACA PEÑA EINER;Activo;CALLE PRINCIPAL S/N;Lima;Ate;No aplica;Continuo mañana y tarde;1147;81;42
1046838;22297554;SAN BENITO DE PALERMO;Secundaria;Privada;Particular;CARMONA HURTADO JUANA ELIZABET;Activo;CALLE POLONIA 151-157;Lima;Ate;No aplica;Continuo sólo en la mañana;225;15;10
1008630;;NUEVA GENERACION;Secundaria;Privada;Particular;TOVAR PEREZ HERMINIO;Activo;AVENIDA PADRE ISRAEL UCV 206-C LOTE 40;Lima;Ate;No aplica;Continuo sólo en la mañana;83;5;5
1075829;;BELEN;Secundaria;Privada;Particular;CASTILLO ALBA ROSA MARIA;Activo;CALLE LAS FRESAS S/N MZ F1 LOTE 21 ETAPA II;Lima;Ate;No aplica;Continuo sólo en la mañana;140;10;5
0765354;21550000;ESTUDIO Y ENSEÑANZA SANTA ROSA S.C.;Secundaria;Privada;Particular;ROJAS LAZO ALFREDO;Activo;CALLE ITALIA 180;Lima;Ate;No aplica;Continuo sólo en la mañana;196;17;7
0582312;;0025 SAN MARTIN DE PORRES;Secundaria;Pública de gestión directa;Sector Educación;BAUTISTA ORIHUELA ELIZABETH VICTORIA;Activo;AVENIDA PROGRESO S/N;Lima;Ate;No aplica;Continuo mañana y tarde;1137;53;36
1223551;;FAMILIA DE NAZARETH;Secundaria;Privada;Particular;NEGRON ITURREGUI JANET;Activo;AVENIDA MIGUEL GRAU 135;Lima;Ate;No aplica;Continuo sólo en la mañana;36;4;5
1045756;;1263 PURUCHUCO;Secundaria;Pública de gestión directa;Sector Educación;FERNANDEZ CUICAPUSA RAFAEL;Activo;PURUCHUCO MZ U LOTE 1 ZONA I;Lima;Ate;No aplica;Continuo sólo en la tarde;402;20;12
1065069;21413151;1213;Secundaria;Pública de gestión directa;Sector Educación;FLORES HUAYLINOS RÓMULO OMAR;Activo;PARQUE CENTRAL KM. 14.800;Lima;Ate;No aplica;Continuo sólo en la tarde;336;18;11
1066026;;1251 PERUANO SUIZO;Secundaria;Pública de gestión directa;Sector Educación;FERNANDEZ DAVILA RAQUEL;Activo;HIJOS DE APURIMAC;Lima;Ate;No aplica;Continuo mañana y tarde;728;40;21
1074509;;1254 MARIA REICHE NEWMANN;Secundaria;Pública de gestión directa;Sector Educación;ARTEAGA MATOS MANUEL JESUS;Activo;AVENIDA MONTEVERVE S/N MZ X LOTE 2;Lima;Ate;No aplica;Continuo mañana y tarde;644;29;19
1188382;;SAINT JOSEPH SCHOOL;Secundaria;Privada;Particular;MARTINEZ CASAS ROSA;Activo;CALLE SAN JOSE 168;Lima;Ate;No aplica;Continuo sólo en la mañana;123;9;6
1196823;;GARCILASO;Secundaria;Privada;Particular;AGREDA OTAROLA PEDRO EINER;Activo;AVENIDA INCA GARCILAZO DE LA VEGA 363;Lima;Ate;No aplica;Continuo sólo en la mañana;18;3;5
1243666;;DOMINGO SAVIO;Secundaria;Privada;Particular;LAURA ALFARO MARIA TERESA;Activo;VIRGEN DEL CARMEN MZ K LOTE 15;Lima;Ate;No aplica;Continuo sólo en la mañana;89;8;5
1243146;;LA INMACULADA;Secundaria;Privada;Particular;CRUZ MENDOZA REINE;Activo;CALLE AMAZONAS MZ F LOTE 1;Lima;Ate;No aplica;Continuo sólo en la mañana;136;9;5
0502484;;6039 FERNANDO CARBAJAL SEGURA;Secundaria;Pública de gestión directa;Sector Educación;SUAZO PEVES OSCAR RODOLFO;Activo;AVENIDA MARGINAL,CDRA. 1, EL CARMEN DE MONTERRICO S/N;Lima;Ate;No aplica;Continuo sólo en la mañana;500;29;20
1243948;24697241;MODERNO;Secundaria;Privada;Particular;PORRAS PARIONA RIGOBERTO;Activo;LOTE 25;Lima;Ate;No aplica;Continuo sólo en la mañana;55;12;4
1243906;;LEONARDO DE VINCI;Secundaria;Privada;Particular;VALENCIA GINES JULIO CESAR;Activo;AVENIDA JOSE CARLOS MARIATEGUI KM. 16.5 MZ B LOTE 13;Lima;Ate;No aplica;Continuo sólo en la mañana;213;14;9
1244029;24775781;MARIA DE LAS MERCEDES DE SALAMANCA;Secundaria;Privada;Particular;LUNA FLORES JORGE ADALBERTO;Activo;CALLE LOS SAUCOS 117;Lima;Ate;No aplica;Continuo sólo en la mañana;66;4;5
1056720;;ALPAMAYO;Secundaria;Privada;Particular;FORLIN STRUQUE RENZO LUIGI;Activo;CALLE BUCARAMANGA 145;Lima;Ate;No aplica;Continuo sólo en la mañana;275;23;10
1253277;22257201;SAN JUAN BOSCO;Secundaria;Privada;Particular;CASTRO MONCADA MARIA JESUS;Activo;AVENIDA CENTRAL 623;Lima;Ate;No aplica;Continuo sólo en la mañana;123;5;5
1253319;22346318;CORAZON DE JESUS;Secundaria;Privada;Particular;ALCALA SANTOS MARGARITA;Activo;CALLE SANTA CECILIA 564;Lima;Ate;No aplica;Continuo sólo en la mañana;80;5;5
1253996;22352164;PRINCIPE DE PAZ;Secundaria;Privada;Particular;VILLARROEL ESPINOZA CARLOS ENRIQUE;Activo;AVENIDA J C MARIATEGUI LOTE 36-37 ZONA E;Lima;Ate;No aplica;Continuo sólo en la mañana;22;5;5
1254150;25392787;CRISTO REINA I;Secundaria;Privada;Particular;VELASQUEZ REYNAGA ROSALINDA JANET;Activo;AVENIDA CENTRAL 601;Lima;Ate;No aplica;Continuo sólo en la mañana;65;1;5
1254192;;1268 GUSTAVO MOHME LLONA;Secundaria;Pública de gestión directa;Sector Educación;BONZANO CUTTI MARIA ISABEL;Activo;AVENIDA 15 DE JULIO HUAYCAN LOTE 4;Lima;Ate;No aplica;Continuo sólo en la tarde;473;21;14
1254358;21535265;HOGAR DE JESUS;Secundaria;Privada;Particular;GAVINO LINARES ANA SILVIA;Activo;AVENIDA LOS ROSALES 144;Lima;Ate;No aplica;Continuo sólo en la mañana;83;8;6
1255074;24777431;PASCUAL SACO OLIVEROS - LUMBRERAS;Secundaria;Privada;Particular;OCAS CORNEJO FLOR MIRIAM;Activo;CALLE MADRE DE DIOS MZ Q LOTE 13;Lima;Ate;No aplica;Continuo mañana y tarde;169;5;5
1265370;21550426;SANTA MARIA DEL CAMINO;Secundaria;Privada;Particular;LOAYZA FERNANDEZ LOURDES ANA;Activo;CALLE THALIA MZ H1 LOTE 7-8;Lima;Ate;No aplica;Continuo sólo en la mañana;81;5;5
1265453;;MANUEL ELIAS BONNEMAISON;Secundaria;Privada;Particular;VARILLAS SOLANO DORIS LUZ;Activo;AVENIDA MANUEL ELIAS BONNEMAISON 180-1;Lima;Ate;No aplica;Continuo sólo en la mañana;;;
1505403;25824350;SACO OLIVEROS;Secundaria;Privada;Particular;ORE HUAMANI JOHNNY;Activo;JIRON CALCA 175;Lima;Ate;No aplica;Continuo sólo en la mañana;122;5;5
1505494;24771237;FE Y ALEGRIA 53;Secundaria;Pública de gestión privada;Convenio con Sector Educación;ZUÑIGA ESTEBAN ANA NOEMI;Activo;PARQUE UCV 56;Lima;Ate;No aplica;Continuo sólo en la mañana;512;24;15
1506039;;JESUS GUIA;Secundaria;Privada;Particular;YARASCA PALACIOS ALBERTO;Activo;AVENIDA SAN MARTIN 613 MZ B LOTE 17;Lima;Ate;No aplica;Continuo sólo en la mañana;116;10;5
1506062;;OSCAR MIRO QUESADA;Secundaria;Privada;Particular;TORRES ANDRADE ANTONIO;Activo;AVENIDA LOS ROSALES 789;Lima;Ate;No aplica;Continuo sólo en la mañana;103;11;5
1506195;22256963;SANTA INES;Secundaria;Privada;Particular;SANCHEZ MORENO MALDONADO GLADYS EUFEMIA;Activo;AVENIDA GRAU 2550;Lima;Ate;No aplica;Continuo sólo en la mañana;74;5;5
1506864;22253999;CORAZON DE JESUS DE SANTA CLARA;Secundaria;Privada;Particular;MARIA EUGENIA SULCA QUISPE;Activo;AVENIDA INDEPENDENCIA 309;Lima;Ate;No aplica;Continuo sólo en la mañana;135;12;5
1506872;;1279;Secundaria;Pública de gestión directa;Sector Educación;VIDALON RIVERA MARTIN BLADIMIR;Activo;AVENIDA PROLONGACION 15 DE JULIO S/N ZONA R;Lima;Ate;No aplica;Continuo mañana y tarde;470;21;15
1275213;22372955;SALESIAN INNOVA;Secundaria;Privada;Particular;GOMEZ VIVAS ALEJANDRO JOSE;Activo;AVENIDA MARISCAL CACER5ES 251;Lima;Ate;No aplica;Continuo sólo en la mañana;60;7;5
1507102;22256629;CORAZON DE GUADALUPE;Secundaria;Privada;Particular;CHUCHON MENDOZA MARCELINA;Activo;LOTE 35;Lima;Ate;No aplica;Continuo sólo en la mañana;;;
1224831;;SAN FRANCISCO DE ASIS;Secundaria;Privada;Comunidad o asociación religiosa;ALARCON ALTAMIRANO FREDY HUGO;Activo;AREA DE SERVICIOS N 9 LOTE 4 ZONA G;Lima;Ate;No aplica;Continuo sólo en la mañana;344;24;15
1507342;25606213;SOMOS CULTURA ORGANIZADA ACADEMICAMENTE;Secundaria;Privada;Particular;PASAPERA ARRUE DAVID JHONATAN;Activo;MZ D LOTE 16 SECTOR II;Lima;Ate;No aplica;Continuo sólo en la mañana;6;5;4
1505791;22253573;EULER;Secundaria;Privada;Particular;RUIZ PACHECO ROSA GABRIELA;Activo;AVENIDA JOSE CARLOS MARIATEGUI UCV 5 LOTE 24 ZONA B;Lima;Ate;No aplica;Continuo sólo en la mañana;122;14;5
1507532;;1270 JUAN EL BAUTISTA;Secundaria;Pública de gestión directa;Sector Educación;ROJAS SACRAMENTO GREGORIO;Activo;CALLE ALTO PERU UCV 171-B LOTE 80;Lima;Ate;No aplica;Continuo sólo en la tarde;346;22;10
1507557;;1283 OKINAWA;Secundaria;Pública de gestión directa;Sector Educación;GUERRA CABRERA GLADYS LILIANA;Activo;MZ D;Lima;Ate;No aplica;Continuo sólo en la tarde;345;15;10
1507599;22348884;JULIO RAMON RIBEYRO;Secundaria;Privada;Particular;JIMENEZ ALEGRIA NORMA;Activo;PASAJE HUANCHIHUAYLAS 187;Lima;Ate;No aplica;Continuo sólo en la mañana;379;17;16
1507664;22243357;CIENCIAS APLICADAS ALBERT EINSTEIN;Secundaria;Privada;Particular;RIVERA PANDURO JUAN CARLOS;Activo;AVENIDA 15 DE JULIO UCV 26 LOTE 1 ZONA B;Lima;Ate;No aplica;Continuo sólo en la mañana;121;7;5
1506948;;VIRGEN DEL ROSARIO DE SALAMANCA DE MONTERRICO;Secundaria;Privada;Particular;CHICCHON HORNA DE RONDON ELSA CLEOFE;Activo;CALLE TRES MZ E LOTE 2;Lima;Ate;No aplica;Continuo sólo en la mañana;33;12;5
1507037;;MARIA RAFOLS;Secundaria;Privada;Particular;ALI SIMANCA JONATHAN;Activo;AVENIDA MARISCAL CACERES 434;Lima;Ate;No aplica;Continuo sólo en la mañana;107;14;5
1507219;22144359;UNIMASTER;Secundaria;Privada;Particular;CASTRO GARCIA ISAIAS EFRAIN;Activo;AVENIDA JOSE MARIA MORELOS 251 MZ A LOTE 01;Lima;Ate;No aplica;Continuo sólo en la mañana;;;
1507706;;SACO OLIVEROS APEIRON;Secundaria;Privada;Particular;CENTENO LUDEÑA CONSUELO;Activo;AVENIDA LOS INGENIEROS 417 MZ B LOTE 4;Lima;Ate;No aplica;Continuo sólo en la mañana;346;13;12
1507839;;MAHATMA GANDHI;Secundaria;Privada;Particular;HUAMAN VILCHEZ ESTHER ANGELICA;Activo;CALLE 1 DE MAYO MZ LL LOTE 10;Lima;Ate;No aplica;Continuo sólo en la mañana;139;9;5
1508019;24615073;TRILCE DE SALAMANCA;Secundaria;Privada;Particular;MARTEL PINTADO PATRICIA;Activo;CALLE LOS PARACAS 692 MZ N LOTE 17;Lima;Ate;No aplica;Continuo sólo en la mañana;328;32;11
1508076;22255551;MARTIR DE LA MEDICINA DANIEL A. CARRION;Secundaria;Privada;Particular;MAYTA PARRA CAROLINA;Activo;CALLE LAS PRADERAS DE PARIACHI S/N MZ F LOTE 7-8;Lima;Ate;No aplica;Continuo sólo en la mañana;108;6;5
1508118;;LOS PORTALES DEL SABER;Secundaria;Privada;Particular;PECHO OJEDA DANIEL;Activo;LOS OLIVOS MZ A LOTE 2,3,4;Lima;Ate;No aplica;Continuo sólo en la mañana;83;9;5
1508175;25392450;ALFRED NORTH WHITEHEAD;Secundaria;Privada;Particular;TEODORO MARTINEZ GALINDO;Activo;JIRON RIO DE JANEIRO 514;Lima;Ate;No aplica;Continuo sólo en la mañana;46;7;5
1508480;;SANTA INES;Secundaria;Privada;Particular;BERROCAL CCORAHUA GRECIA ROSMERY;Activo;CALLE PARACAS MZ B LOTE 2;Lima;Ate;No aplica;Continuo sólo en la mañana;159;8;6
1508563;22350420;SELECCION A DE ATE;Secundaria;Privada;Particular;CARDENAS LEANDRO LORENA ANGELICA;Activo;MZ A LOTE 14;Lima;Ate;No aplica;Continuo sólo en la mañana;170;5;5
1508654;22352814;MAESTRO CESAR VALLEJO;Secundaria;Privada;Particular;DURAND CANCHARI LUCILA;Activo;LOS ANGELES MZ H LOTE 25;Lima;Ate;No aplica;Continuo sólo en la mañana;134;10;6
1508704;;JOSE INGENIEROS;Secundaria;Privada;Particular;ALCOCER ORTEGA ANA MARIA;Activo;AVENIDA JOSE CARLOS MARIATEGUI LOTE 8-9 ZONA P;Lima;Ate;No aplica;Continuo sólo en la mañana;127;8;5
1508837;25394437;SAN ISIDRO PATRON DE VITARTE;Secundaria;Privada;Particular;ROJAS NUÑEZ CESAR ALFREDO;Activo;AVENIDA JAVIER PRADO ESTE MZ G LOTE 10-A ETAPA I;Lima;Ate;No aplica;Continuo sólo en la mañana;91;8;5
