Código modular;Código de institución;Nombre de IE;Nivel / Modalidad;Tipo de Gestión;Dependencia;Director;Estado;Dirección de IE;Provincia;Distrito;Tipo de programa;Turno;Alumnos (Censo educativo);Docentes (Censo educativo);Secciones (Censo educativo)
0764613;;SAN JUDAS TADEO CORAZONISTAS;Secundaria;Privada;Particular;KANEMATSU MORINO ROXANA EMPERATRIZ;Activo;CALLE TRINIDAD MARIA ENRIQUEZ 280;Lima;San Miguel;No aplica;Continuo sólo en la mañana;281;17;10
0774455;22344171;1086 JESUS REDENTOR;Secundaria;Pública de gestión directa;Sector Educación;LEON SANDOVAL ALBERTO ROMULO;Activo;JIRON CANAMELARES 285;Lima;San Miguel;No aplica;Continuo sólo en la mañana;526;35;20
0903617;25306570;INMACULADO CORAZON DE MARIA;Secundaria;Privada;Particular;LAVALLE SALAZAR SERGIO ESTEBAN;Activo;CALLE LONDRES 184;Lima;San Miguel;No aplica;Continuo sólo en la mañana;0;0;0
1020866;22232460;BUENAS NUEVAS;Secundaria;Privada;Particular;MARQUEZ PUESCAS DANNY STUARD;Activo;AVENIDA PROLONGACION CUZCO 165;Lima;San Miguel;No aplica;Continuo sólo en la mañana;141;12;7
1020726;25307569;JUANA ALARCO DE DAMMERT;Secundaria;Privada;Particular;CASTRO BACA ARMANDO CONSTANTINO;Activo;CALLE VILCAHUARA 132;Lima;San Miguel;No aplica;Continuo sólo en la mañana;27;6;5
1073444;21585742;PERUANO CHINO DIEZ DE OCTUBRE;Secundaria;Privada;Particular;TELLO ALVAREZ LUIS ALBERTO;Activo;AVENIDA RIVA AGUERO 350;Lima;San Miguel;No aplica;Continuo sólo en la mañana;196;27;10
0833905;;SANTO TORIBIO DE MOGROVEJO;Secundaria;Privada;Particular;DONAYRE MUÑANTE NELIDA SUSANA;Activo;AVENIDA LOS PATRIOTAS 596;Lima;San Miguel;No aplica;Continuo sólo en la mañana;;;
0772863;21575682;WALT WHITMAN;Secundaria;Privada;Particular;ELIAS GAMBARINI VICTORIA ELIZABETH;Activo;AVENIDA UNIVERSITARIA 680;Lima;San Miguel;No aplica;Continuo sólo en la mañana;100;10;5
1098292;22241036;SAN AGUSTIN;Secundaria;Privada;Particular;FIGUEROA FUENTES LUIS JOSE;Activo;CALLE CESAR VALLEJO 285;Lima;San Miguel;No aplica;Continuo sólo en la mañana;53;5;5
0337717;22394241;0003 NUESTRA SEÑORA DEL CARMEN;Secundaria;Pública de gestión directa;Sector Educación;VILLANUEVA ESPINOZA YOLANDA JEANETTE;Activo;AVENIDA LIBERTAD 2021;Lima;San Miguel;No aplica;Continuo sólo en la mañana;329;19;10
1170364;25063503;AMERICA;Secundaria;Privada;Particular;VELARDE NUÑEZ CARLOS FERNANDO;Activo;AVENIDA LIMA 367;Lima;San Miguel;No aplica;Continuo sólo en la mañana;120;13;5
1169648;21585823;CLARET;Secundaria;Privada;Particular;VALDEZ RIVAS MAYRA ELIZABETH;Activo;AVENIDA LIBERTAD 1693;Lima;San Miguel;No aplica;Continuo sólo en la mañana;97;6;5
1234384;21577170;CLEMENTE ALTHAUS;Secundaria;Privada;Particular;ARCE SOTO ROCIO YANETTE;Activo;JIRON PLG CUZCO 360;Lima;San Miguel;No aplica;Continuo sólo en la mañana;362;36;12
1234749;22241605;NUESTRA SEÑORA DE LA ASUNCION;Secundaria;Privada;Particular;GONZALES DOMINGUEZ ELSA;Activo;CALLE TUTUPACA 169;Lima;San Miguel;No aplica;Continuo sólo en la mañana;218;16;10
1235829;21585092;SAN ANTONIO ABAD;Secundaria;Privada;Particular;CATALAN RAMOS NICOLAS JULIAN;Activo;AVENIDA UNIVERSITARIA 2063;Lima;San Miguel;No aplica;Continuo sólo en la mañana;97;10;5
1241660;25310101;NUESTRA SEÑORA DEL CONSUELO;Secundaria;Privada;Particular;RIVA GONZALES ANA CECILIA;Activo;AVENIDA UNIVERSITARIA 474;Lima;San Miguel;No aplica;Continuo sólo en la mañana;;;
1243955;22347144;SANTISIMA CRUZ;Secundaria;Privada;Particular;MANCO MORALES FLOR DE MARIA;Activo;AVENIDA PRECURSORES 132;Lima;San Miguel;No aplica;Continuo sólo en la mañana;129;9;5
1199009;21576913;SANTO DOMINGO EL APOSTOL;Secundaria;Privada;Particular;DE LA CRUZ MORENO ROMULO FRANCISCO;Activo;AVENIDA LA PAZ 2249;Lima;San Miguel;No aplica;Continuo sólo en la mañana;815;38;28
1488998;21265063;KAROL WOJTYLA COLLEGE;Secundaria;Privada;Particular;CERNA VALENCIA TULA NANCY;Activo;AVENIDA UNIVERSITARIA 2045;Lima;San Miguel;No aplica;Continuo sólo en la mañana;27;5;5
1489608;21565458;SAN CHARBEL;Secundaria;Privada;Particular;ATO FERNANDEZ MANUEL ANTONIO;Activo;JIRON ARICA 800;Lima;San Miguel;No aplica;Continuo sólo en la mañana;139;19;6
1490317;24926011;CRISTO DE LA PAZ;Secundaria;Pública de gestión privada;Convenio con Sector Educación;TRIGOSO RAMOS SONIA;Activo;AVENIDA LA PAZ 535;Lima;San Miguel;No aplica;Continuo sólo en la mañana;60;13;8
1490432;21556874;PAMER - FAUCETT;Secundaria;Privada;Particular;VIDAURRE CABEZAS CECILIA DEL ROSARIO;Activo;AVENIDA ELMER FAUCETT 272;Lima;San Miguel;No aplica;Continuo sólo en la mañana;587;11;16
1492008;21484350;LOS ROSALES;Secundaria;Privada;Particular;CARRASCO VILLAVICENCIO CARMEN LINDA;Activo;CALLE ARCA PARRO 233;Lima;San Miguel;No aplica;Continuo sólo en la mañana;156;10;5
0693499;22345087;LICEO NAVAL CONTRALMIRANTE MONTERO;Secundaria;Pública de gestión directa;Otro sector público (FF.AA.);RONDON PONCE DE LEON LUZ MARIA;Activo;AVENIDA VENEZUELA CUADRA 34;Lima;San Miguel;No aplica;Continuo sólo en la mañana;686;52;28
1322932;25309881;NEWTON;Secundaria;Privada;Particular;MORA MURGA MARIA ROSARIO;Activo;AVENIDA ARICA 788;Lima;San Miguel;No aplica;Continuo sólo en la mañana;63;6;5
1351428;21492019;TRILCE - MARANGA;Secundaria;Privada;Particular;OLIVERA OCON ANA MARIA;Activo;CALLE MARTIN DE MURUA 120;Lima;San Miguel;No aplica;Continuo sólo en la mañana;558;51;17
1354372;21561312;DIAS FELICES - VILLA NOVA;Secundaria;Privada;Particular;SAMPEN CORREA JESSICA ANTOANE;Activo;AVENIDA ELMER FAUCETT Y H DE SOTO 201;Lima;San Miguel;No aplica;Continuo sólo en la mañana;78;12;5
1373547;25684184;TRENTO ESCARDO;Secundaria;Privada;Particular;CORDOVA LAZO JESUS ELEAZAR;Activo;JIRON PROLONGACION AYACUCHO 334;Lima;San Miguel;No aplica;Continuo sólo en la mañana;155;10;6
1523513;;INGENIERIA DE SAN MIGUEL;Secundaria;Privada;Particular;SERNAQUE HUAMAN EDITH ROSARIO;Activo;AVENIDA ARICA 400;Lima;San Miguel;No aplica;Continuo mañana y tarde;171;10;5
1523299;21581372;DIVINO NIÑO DE PRAGA;Secundaria;Privada;Particular;ALVAREZ ESCALANTE MARY CATHERINE;Activo;AVENIDA UNIVERSITARIA 372;Lima;San Miguel;No aplica;Continuo sólo en la mañana;72;4;5
1633197;22232533;BRIGHAM YOUNG SCHOOL;Secundaria;Privada;Particular;DEL VALLE CABALLERO ROXANA MARLENY;Activo;JIRON BOLOGNESI 490;Lima;San Miguel;No aplica;Continuo sólo en la mañana;75;8;5
1646959;21489557;INNOVA SCHOOLS- SAN MIGUEL 2;Secundaria;Privada;Particular;ISARRA CORDOVA MARTHA AMPARO;Activo;AVENIDA LIBERTAD 335-337;Lima;San Miguel;No aplica;Continuo sólo en la mañana;512;28;17
1719855;;ALBERT EINSTEIN - SAN MIGUEL;Secundaria;Privada;Particular;RODRIGUEZ BARRIONUEVO MARTHA CECILIA;Activo;AVENIDA LIBERTAD 1170;Lima;San Miguel;No aplica;Continuo sólo en la mañana;92;9;5
1723873;25313259;INNOVA SCHOOLS - SAN MIGUEL 3 LA PAZ;Secundaria;Privada;Particular;ORIHUELA JIMENEZ ROBERTO CARLOS;Activo;AVENIDA LA PAZ MZ 29 LOTE 423;Lima;San Miguel;No aplica;Continuo sólo en la mañana;407;18;12
1757608;22231219;SANTISIMA MADRE MARIA;Secundaria;Privada;Particular;VASQUEZ GALLARDO SILDA ERMILA;Activo;CALLE MARIANA ECHEVARRIA 111;Lima;San Miguel;No aplica;Continuo sólo en la mañana;54;15;5
1762533;22394320;COLEGIO PAMER LA LIBERTAD;Secundaria;Privada;Particular;MOROCHO VALIENTE YNGRID MARILYN;Activo;AVENIDA ELMER FAUCETT 381;Lima;San Miguel;No aplica;Continuo sólo en la mañana;158;6;7
1776798;21585580;HAPPY CHILDREN SCHOOL;Secundaria;Privada;Particular;;Activo;CALLE LOS NAZCAS 135;Lima;San Miguel;No aplica;Continuo sólo en la tarde;37;5;5
1790435;;CORAZON DE JESUS;Secundaria;Privada;Particular;BARRERA RAMIREZ ALICIA CONSUELO;Activo;JIRON PASCUAL DE ANDAGOYA 265;Lima;San Miguel;No aplica;Continuo sólo en la mañana;94;13;5
0762773;;0097 PATRICIA ANTONIA LOPEZ;Secundaria;Pública de gestión directa;Sector Educación;LOPEZ IPARRAGUIRRE NELLY;Activo;CALLE APURIMAC 160;Lima;Santa Anita;No aplica;Continuo sólo en la tarde;311;18;10
1069954;;1256 ALFONSO UGARTE;Secundaria;Pública de gestión directa;Sector Educación;REYES CAYETANO ALBERTO ISIDORO;Activo;MZ Ñ LOTE 01;Lima;Santa Anita;No aplica;Continuo sólo en la tarde;515;24;16
0605469;;0101 SHUJI KITAMURA;Secundaria;Pública de gestión privada;Convenio con Sector Educación;SOR SILVA LEON DORIS;Activo;JIRON JOSE CARLOS MARIATEGUI 355;Lima;Santa Anita;No aplica;Continuo mañana y tarde;1041;49;29
0743799;;1225 MARIANO MELGAR;Secundaria;Pública de gestión directa;Sector Educación;SUAREZ SAAVEDRA GUSTAVO ELIFIO;Activo;AVENIDA SAN SEBASTIAN S/N;Lima;Santa Anita;No aplica;Continuo sólo en la tarde;610;34;20
0605501;;0106 ABRAHAM VALDELOMAR;Secundaria;Pública de gestión directa;Sector Educación;VILLARROEL CARLOS JUANA;Activo;AVENIDA 7 DE JUNIO S/N;Lima;Santa Anita;No aplica;Continuo sólo en la tarde;870;41;28
0578294;22514032;0108 SANTA ROSA DE QUIVES;Secundaria;Pública de gestión directa;Sector Educación;ASTUCURI QUISPE MARITZA;Activo;JIRON LAS PALMERAS 375;Lima;Santa Anita;No aplica;Continuo sólo en la tarde;448;25;15
0578286;;107 DANIEL ALCIDES CARRION GARCIA;Secundaria;Pública de gestión directa;Sector Educación;FREIRE CHUJUTALLI ALBERTO;Activo;AVENIDA CHANCAS 3 S/N;Lima;Santa Anita;No aplica;Continuo sólo en la tarde;1186;51;34
0765297;25391047;1219 JOSE CARLOS MARIATEGUI;Secundaria;Pública de gestión directa;Sector Educación;SUAZO HUAMANYAURI CRISTINA;Activo;AVENIDA MONTERREY MZ J LOTE 21-22;Lima;Santa Anita;No aplica;Continuo sólo en la tarde;434;18;13
0828491;;SEBASTIAN SALAZAR BONDY;Secundaria;Privada;Particular;VILLAFUERTES GALVAN RODOLFO;Activo;JIRON LOS CASCANUECES 398;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;99;11;5
1066513;25611731;NUESTRA SEÑORA DEL ROSARIO;Secundaria;Privada;Particular;CASTRO MEDINA VERONICA;Activo;CALLE LOS ALCANFORES 1244;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;177;10;10
1066356;21547972;CESAR VALLEJO;Secundaria;Privada;Particular;MIRANDA PONCE RICARDO;Activo;AVENIDA JOSE CARLOS MARIATEGUI 500;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;88;8;5
1066679;;VIRGEN DE FATIMA MILAGROSA;Secundaria;Privada;Particular;SOTO SANCHEZ JULIO;Activo;AVENIDA LA ENCALADA 367;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;122;10;6
1044395;22257048;SANTA ANA;Secundaria;Privada;Particular;VILCA HUAMANLAZO RONALD PERCY;Activo;JIRON LAS ABUTARDAS 540;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;92;9;5
0665018;;SAN JUDAS TADEO;Secundaria;Privada;Particular;NAVARRO IGLESIAS GLADYS YOLANDA;Activo;AVENIDA LOS ROBLES 919;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;62;8;4
1044155;22255630;MANUEL PARDO;Secundaria;Privada;Particular;JUAN CARLOS MACHACA MAMANI;Activo;JIRON LAS PERDICES 427;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;;;
0828251;24692868;SANTA ANITA;Secundaria;Privada;Particular;LA MADRID LUZMILA AMAYA;Activo;CALLE LAS CALANDRIAS 399;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;393;39;15
0904045;;SAN LUIS;Secundaria;Privada;Particular;GONZALES VICENTE ROSSANA BENILDE MIRYAM;Activo;JIRON LUIS DE LA PUENTE UCEDA 283;Lima;Santa Anita;No aplica;Continuo mañana y tarde;59;7;5
0828319;22386735;SANTO DOMINGO SAVIO;Secundaria;Privada;Particular;NAVARRO RIQUELME VICTORIA HADY;Activo;CALLE LOS FLAMENCOS 586;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;88;7;5
0307405;22255487;MONITOR HUASCAR;Secundaria;Privada;Particular;GONZALES VILLAGOMEZ MARTHA LEONOR;Activo;JIRON JAVIER HERAUD 596;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;289;15;10
1044437;;SANTA MARGARITA DE JESUS;Secundaria;Privada;Particular;DE LA CRUZ ALMEYDA VICTOR;Activo;JIRON GUILLERMO MOORE 295;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;64;11;5
0705160;;1221 MARIA PARADO DE BELLIDO;Secundaria;Pública de gestión directa;Sector Educación;YGNACIO GARCIA CESAR ROLANDO;Activo;PARQUE SAN CARLOS 1;Lima;Santa Anita;No aplica;Continuo sólo en la tarde;551;31;19
1063189;24696332;0124 GLORIOSA LEGION CACERES;Secundaria;Pública de gestión directa;Sector Educación;GRANDE VARGAS SONIA RAQUEL;Activo;CALLE MARSELLA S/N;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;256;12;8
0762781;25634195;133 JULIO CESAR TELLO;Secundaria;Pública de gestión directa;Sector Educación;HUARANGA TOLEDO JORGE VALENTIN;Activo;AVENIDA FRANCISCO BOLOGNESI 1082;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;607;35;18
0664920;;129 YAMAGUCHI;Secundaria;Pública de gestión directa;Sector Educación;LOZANO CANDIA EGIDIO;Activo;JIRON LOS CEDROS CUADEA 3 S/N;Lima;Santa Anita;No aplica;Continuo sólo en la tarde;570;41;23
1008440;25315235;1137 JOSE ANTONIO ENCINAS;Secundaria;Pública de gestión directa;Sector Educación;ARIAS HUAMANÍ MARIZOL YANETH;Activo;JIRON LAS GRULLAS 800;Lima;Santa Anita;No aplica;Continuo mañana y tarde;1134;54;37
0535625;;ALFONSO UGARTE;Secundaria;Privada;Particular;MENDOZA VALLADOLID FERMIN AGUSTIN;Activo;JIRON LOS PINOS 514;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;584;26;18
0903955;;LEONCIO PRADO;Secundaria;Privada;Particular;MORENO VILLANUEVA GERARDO;Activo;CALLE LOS CIPRESES 526;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;;;
0762765;;SAN MARTIN DE PORRES;Secundaria;Privada;Particular;MACAVILCA ROBLES TELESFORO ELENO;Activo;CALLE MARIANO BUSTAMANTE S/N MZ F-4 LOTE 6,7;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;336;19;14
0643841;;1211 JOSE MARIA ARGUEDAS ALTAMIRANO;Secundaria;Pública de gestión directa;Sector Educación;GUPIOC CHUQUIZUTA HORACIO;Activo;AVENIDA COLECTORA INDUSTRIAL S/N;Lima;Santa Anita;No aplica;Continuo mañana y tarde;412;27;15
1007897;;DIEGO THOMSON;Secundaria;Privada;Particular;HERRERA MACEDO JOSE GERMAN;Activo;AVENIDA COLECTORA MZ LL LOTE 8;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;105;6;5
0904078;22257382;SAN JOSE DE LOS FICUS;Secundaria;Privada;Particular;VASQUEZ RODRIGUEZ JOSE;Activo;JIRON LAS CASUARINAS 583;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;56;4;5
1066430;;DON BOSCO;Secundaria;Privada;Particular;ZAMORA OLAZABAL LUIS AMERICO;Activo;JIRON LOS ROBLES 101;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;14;4;3
1007335;22371134;LUMBRERAS DE SANTA ANITA;Secundaria;Privada;Particular;CONSUELO MAYTA AMAYA;Activo;AVENIDA FRANCISCO BOLOGNESI 1089;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;114;5;5
1044353;;SAN JUAN MACIAS;Secundaria;Privada;Particular;VILLEGAS ZELA OBDULIA BERENISSE;Activo;MZ C LOTE 9;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;72;6;5
1226463;;INGENIEROS & ARQUITECTOS UNI;Secundaria;Privada;Particular;FLORES FUENTES JESUS MANUEL;Activo;CALLE LOS ALISOS 105;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;;;
1226224;22353314;DULCE NOMBRE DE JESUS;Secundaria;Privada;Particular;HIPOLITO CHAVEZ NIXA ESTELA;Activo;AVENIDA FRANCISCO BOLOGNESI 632;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;80;7;5
1226901;24771989;JUAN ESPINOZA MEDRANO;Secundaria;Privada;Particular;ALEGRIA LIBERATO VERONICA MERCEDES;Activo;CALLE SIETE MZ D LOTE 41-47;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;272;12;10
1265602;22255711;JIREH;Secundaria;Privada;Particular;MACHACA MAMANI JUAN CARLOS;Activo;CALLE TUMI 248;Lima;Santa Anita;No aplica;Continuo sólo en la tarde;37;7;3
1267418;24692299;CRNL LEONCIO PRADO GUTIERREZ DE SANTA ANITA;Secundaria;Privada;Particular;GUEVARA OSORIO MARCELINO;Activo;MZ LL LOTE 1-2 ETAPA II;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;33;8;5
1505783;;SANTA MARIA DE JESUS;Secundaria;Privada;Particular;GUTIERREZ GARBOZA GREIS;Activo;SAN CARLOS MZ K LOTE 7;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;;;
1505890;;BOURBAKI;Secundaria;Privada;Particular;AVILES ESPINAL JAIME;Activo;JIRON LOS LIBERTADORES 344 MZ H LOTE 16 ETAPA II;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;59;10;5
1506336;;WILLIAM SHAKESPEARE;Secundaria;Privada;Particular;VIDAL LOPEZ MIRIAM CLOTILDE;Activo;CALLE ALAMEDA DE ATE MZ Ñ LOTE 17;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;114;9;5
1275379;;SANTA LUISA DE MARILLAC;Secundaria;Privada;Particular;FARROMEQUE DUEÑAS SOCORRO;Activo;AVENIDA SANTA ROSA 427;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;84;12;5
1507524;;TRILCE DE SANTA ANITA;Secundaria;Privada;Particular;DIAZ NUNJA LUIS ALBERTO;Activo;JIRON JOSE MARIA EGUREN S/N MZ E LOTE 11,12,13 Y 14;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;384;35;14
1507870;22346237;CULTURA NASCA;Secundaria;Privada;Particular;QUISPE HUAMAN PABLO;Activo;AVENIDA HUANCARAY MZ L LOTE 3-7;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;26;4;5
1509421;25073411;CIBER UNI LAS PRADERAS;Secundaria;Privada;Particular;CUEVA FLORES FREDY ANTONIO;Activo;AVENIDA FERROCARRIL 788 MZ CH LOTE 1;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;;;
1509488;;SAN AGUSTIN;Secundaria;Privada;Particular;CLEMENTE BRAÑEZ ZORAIDA;Activo;CALLE LA ENCALADA MZ A LOTE 6;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;228;5;10
1509587;;ERNEST HEMINGWAY;Secundaria;Privada;Particular;PEREZ DIAZ ROXANA MILAGROS;Activo;AVENIDA LAS AVUTARDAS S/N MZ F LOTE 6;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;33;7;4
1509728;;RICARDO PALMA;Secundaria;Privada;Particular;REYES TADEO JANE LUCY;Activo;JIRON CULTURA MOCHICA 316;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;175;15;9
1509751;;SACO OLIVEROS HELICOIDAL;Secundaria;Privada;Particular;ATAUQUI GUTIERREZ DIANA;Activo;JIRON LAS VEGAS S/N MZ A-25 LOTE 1 A 10, 25 A37;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;907;24;27
1510247;24727939;TECHNOLOGY SCHOOLS DE LOS FICUS I;Secundaria;Privada;Particular;PALOMINO MORALES CRISANTO DARIO;Activo;CALLE LOS ROBLES 325;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;583;27;15
1323377;;VIRGEN DEL CARMEN;Secundaria;Privada;Particular;MOLINA FUERTES VICTOR RAUL;Activo;MZ H LOTE 62;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;68;5;5
1362227;22044109;SAN PATRICIO;Secundaria;Privada;Particular;LUDEÑA LOAYZA ALCIDES;Activo;AVENIDA HUAROCHIRI MZ C LOTE 22;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;165;5;5
1384676;;CESAR VALLEJO DE LAS PRADERAS;Secundaria;Privada;Particular;HUANCA BRAVO HERNAN;Activo;JIRON LAS MORAS S/N MZ F LOTE 8-33-34;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;132;8;5
1392836;24727858;TECHNOLOGY SCHOOLS DE SANTA ANITA;Secundaria;Privada;Particular;PONCE MEZA MARITZA MARISOL;Activo;CALLE LAS LILAS S/N MZ O LOTE 06;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;507;16;15
1457258;22374362;SINAI;Secundaria;Privada;Particular;MUQUILLAZA ROCA MELITON;Activo;MZ A LOTE 03 - 05;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;107;15;5
1458017;25071352;BENJAMIN FRANKLIN;Secundaria;Privada;Particular;VELASQUEZ ANGLES ELSA ROSARIO;Activo;AVENIDA SANTA ANA 431 MZ A-32 LOTE 40 - 41 -42;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;149;12;7
1467968;25067071;SANTA MARIA DE JESUS;Secundaria;Privada;Particular;GUTIERREZ GARBOZA GREIS;Activo;CALLE 11 MZ G LOTE 05;Lima;Santa Anita;No aplica;Continuo sólo en la tarde;137;10;5
1525203;25391381;WONDERFUL STARS;Secundaria;Privada;Particular;PACHECO GONZALES VICTOT;Activo;CALLE ASESOR II MZ B LOTE 24;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;55;11;5
1530542;;TECHNOLOGY SCHOOLS LUCUMOS;Secundaria;Privada;Particular;NINAMANGO MALLQUI SATURNINO EVARISTO;Activo;JIRON LUCUMOS S/N MZ P LOTE 18-A;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;349;5;10
1545953;25073584;CIBERT SANTA ANITA;Secundaria;Privada;Particular;CUEVA FLORES GLORIA SOCORRO;Activo;JIRON MARIA PARADO DE BELLIDO 1274;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;;;
1575323;;DORADO SCHOOL;Secundaria;Privada;Particular;CABRERA SALVATIERRA LUCIA SABINA;Activo;CALLE JOSE SANTOS CHOCANO Y CALLE 11 MZ S LOTE 5-6;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;82;8;5
1668516;22350919;PATRON SAN ISIDRO DE SANTA ANITA;Secundaria;Privada;Particular;DE LOS SANTOSMEDINA ABEL EDMAN;Activo;AVENIDA HUAROCHIRI S/N MZ C LOTE 1-2;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;208;12;9
1734482;25074327;CIBERT UNI COLECTORA;Secundaria;Privada;Particular;TRUYENQUE LANCHO YONI;Activo;AVENIDA COLECTORA INDUSTRIAL 609-615 MZ A-1 LOTE 03-04;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;;;
1756139;;EMILIA BARCIA BONIFATTI DE SANTA ANITA;Secundaria;Privada;Particular;TORPOCO HUAYTA JOSE CARLOS;Activo;AVENIDA HUAROCHIRI MZ A LOTE 14-15;Lima;Santa Anita;No aplica;Continuo mañana y tarde;65;10;5
1796366;;MAHANAIM;Secundaria;Privada;Particular;;Activo;CALLE LOS QUIPUS 275-277;Lima;Santa Anita;No aplica;Continuo sólo en la mañana;;;
1380492;;LA RESURRECCION DEL SEÑOR EN SAN BARTOLO Y SANTA MARIA DEL MAR;Secundaria;Privada;Comunidad o asociación religiosa;ROSALES DONAYRE AGUSTIN SIMEON;Activo;PARQUE CENTRAL MZ C LOTE 1;Lima;Santa María del Mar;No aplica;Continuo sólo en la mañana;21;9;1
1054873;21586080;NUESTRO MARAVILLOSO MUNDO;Secundaria;Privada;Particular;GARRIDO CHAVEZ MANUELA INES;Activo;MZ B LOTE 5;Lima;Santa Rosa;No aplica;Continuo sólo en la mañana;183;24;6
1496686;21369195;8187;Secundaria;Pública de gestión directa;Sector Educación;TOMASTO TORRE ROCIO DEL CARMEN;Activo;CALLE 2 Y 4 S/N MZ G LOTE 1;Lima;Santa Rosa;No aplica;Continuo sólo en la mañana;192;9;5
1412964;21641014;MIGUEL DE CERVANTES DE SANTA ROSA;Secundaria;Privada;Particular;ZUÑIGA MESTA MANUEL JOEL;Activo;AVENIDA ENTRADA AL CARTODROMO S/N;Lima;Santa Rosa;No aplica;Continuo sólo en la mañana;32;7;2
1632702;21640697;DIOCESANO SANTO TOMAS DE VALENCIA;Secundaria;Pública de gestión privada;Convenio con Sector Educación;QUISPE SAN MIGUEL MARIA ELENA;Activo;MZ B2 LOTE 01 SECTOR ADESESEP;Lima;Santa Rosa;No aplica;Continuo sólo en la mañana;310;7;9
1637628;21583685;MONTESSORI I DE SANTA ROSA;Secundaria;Privada;Particular;MANCISIDOR PASCO FREEDY EDULFO;Activo;MZ F LOTE 20;Lima;Santa Rosa;No aplica;Continuo sólo en la mañana;87;12;5
1664515;21585904;ROSA DE AMERICA DE SANTA ROSA;Secundaria;Privada;Particular;GOMEZ VASQUEZ FRANCISCA YSABEL;Activo;MZ A LOTE 3;Lima;Santa Rosa;No aplica;Continuo mañana y tarde;;;
1668953;;CORAZON DE SANTA MARIA;Secundaria;Privada;Particular;CARDENAS RAMOS JIMMY;Activo;MZ U-7 LOTE 05-08;Lima;Santa Rosa;No aplica;Continuo sólo en la mañana;90;6;5
1668979;25314654;INKA'S COLLEGE;Secundaria;Privada;Particular;THEA PAUCCARA ALCANTARO;Activo;MZ B-1 LOTE 02;Lima;Santa Rosa;No aplica;Continuo sólo en la mañana;26;7;5
1694900;21505145;BORDA MELENDEZ;Secundaria;Privada;Particular;BORDA MELENDEZ JANET MARIBEL;Activo;MZ M1 LOTE 03-04-07-0;Lima;Santa Rosa;No aplica;Continuo sólo en la mañana;44;3;5
1721224;21642428;SANTA ROSA DE PROFAM;Secundaria;Pública de gestión directa;Sector Educación;MENDOZA ESPINOZA SOLEDAD;Activo;MZ E 8 LOTE 1;Lima;Santa Rosa;No aplica;Continuo sólo en la tarde;193;8;5
1738848;21583847;MARIANO SANTOS MATEO;Secundaria;Privada;Particular;CHUQUILLANQUI PEREZ RODOLFO RUDDY;Activo;MZ F9 LOTE 07-08,20-2;Lima;Santa Rosa;No aplica;Continuo sólo en la mañana;48;8;5
